Ticker,Avg Abs Change (%),Avg Net Change (%),Std Dev Change (%),Earnings Count
AES,1.76,0.7516666666666666,2.4691987413414953,12
SPG,1.7441666666666666,-0.004166666666666652,2.155329370878079,12
LIN,1.72,-0.7549999999999999,2.216186322984107,12
MCD,1.7,0.2366666666666667,2.141050436046981,12
BR,1.6933333333333334,-0.18166666666666664,2.0435656598359166,12
BAC,1.6691666666666667,0.5358333333333334,2.0754121532988585,12
PRU,1.6675000000000002,-0.15416666666666667,1.967889771180071,12
JNJ,1.6558333333333335,-0.7224999999999998,1.8378847772767075,12
AEP,1.6466666666666665,0.9716666666666667,1.900271910367917,12
LHX,1.6290909090909091,0.7363636363636363,2.2183699994693074,11
EQR,1.606153846153846,-0.2753846153846154,2.0543272028599184,13
RSG,1.5866666666666667,0.5483333333333333,1.933667421499803,12
HLT,1.579090909090909,0.046363636363636385,2.2243123554360467,11
UDR,1.5745454545454545,-0.04363636363636359,1.9018584212673284,11
AMT,1.555,0.13833333333333334,1.934739039642078,12
WMB,1.5525,-0.34416666666666673,1.9387224393836517,12
EXC,1.5516666666666667,0.52,1.9352190385774752,12
PFE,1.5508333333333333,0.1091666666666667,2.110482315979124,12
ES,1.4716666666666667,0.2883333333333334,2.248218823599669,12
CBOE,1.4658333333333333,-0.17250000000000001,2.0942958243762986,12
ATO,1.4483333333333333,1.16,1.2213331017599356,12
EXE,1.4349999999999998,0.48666666666666664,1.685825038551172,12
SYF,1.4091666666666667,-0.08083333333333331,2.051688698402249,12
FANG,1.3800000000000001,0.2816666666666667,1.805324616155491,12
JPM,1.3775000000000002,-0.30916666666666665,1.7290010691060016,12
COST,1.3691666666666666,-1.0641666666666667,1.4303493427915583,12
COP,1.3541666666666667,0.13083333333333336,1.7570763854318983,12
CVX,1.3472727272727272,0.20363636363636362,1.6022313985643444,11
BRK-B,1.3375000000000001,-0.4058333333333333,1.7718734734908714,12
REG,1.3216666666666665,0.225,1.6296541741341095,12
KMI,1.3158333333333332,0.40750000000000003,1.458380951603524,12
PNW,1.3033333333333335,0.10833333333333332,1.4625745254257108,12
KIM,1.2891666666666666,0.7541666666666668,1.3037042214281955,12
WEC,1.2791666666666666,0.08083333333333338,1.6930953811575324,12
SO,1.2650000000000001,0.3583333333333334,1.8143760927824766,12
PSX,1.2466666666666666,-0.04333333333333336,1.51490973828526,12
D,1.2433333333333334,0.8766666666666668,1.6552524297099238,12
LNT,1.2066666666666668,0.7783333333333333,1.8595445841942218,12
EIX,1.1983333333333333,0.03666666666666666,1.4922973950092908,12
XOM,1.1925000000000001,0.18583333333333338,1.4144736144801735,12
VST,1.1900000000000002,-0.08000000000000003,1.5801668496482493,12
AWK,1.1763636363636363,0.5763636363636363,1.2603830586553655,11
PEG,1.175,-0.04999999999999999,1.5670470202378626,12
ED,1.1624999999999999,0.7108333333333333,1.2525062753124114,12
OKE,1.1508333333333334,-0.25083333333333335,1.5957697392186823,12
AEE,1.0833333333333333,0.49,1.2509269290482887,12
XEL,1.0666666666666667,0.035000000000000024,1.2889706957667635,12
WY,1.0491666666666666,-0.03250000000000003,1.282555155645451,12
FE,1.0008333333333332,-0.4908333333333334,1.6407063796555508,12
NI,0.9500000000000001,0.2216666666666667,1.2126367464281622,12
VICI,0.9218181818181819,0.29818181818181816,1.1245160575271318,11
TRGP,0.8791666666666668,0.6058333333333333,1.125905359605273,12
PPL,0.8691666666666666,0.017499999999999977,1.141937149997956,12
CNP,0.8475,0.41083333333333333,0.9384460882789487,12
DUK,0.8441666666666667,0.4058333333333333,0.9747769752692929,12
DTE,0.7949999999999999,0.09166666666666667,1.3313276581418014,12
PCG,0.7684615384615385,0.13153846153846155,1.0025122289681903,13
O,0.7158333333333333,-0.4075,0.9471596294375957,12
EVRG,0.68,-0.19666666666666666,0.8856464853256615,12
MAA,0.6799999999999999,-0.14545454545454548,0.8626165270427367,11
CMS,0.61,0.5683333333333334,0.6625684641582105,12
